"c_id" "s_id" "t" "cov" "y"
53 211 0 -1.25484428116941 1
53 211 1 0.0130033864407097 1
53 211 2 0.418682849768403 1
53 211 3 -0.154547192368074 2
53 212 0 -0.0910409485338736 1
53 212 1 1.22394809611332 1
53 212 2 0.150888194326882 2
53 212 3 0.833087332368164 2
54 213 0 1.43200914395366 3
54 213 1 -0.148599533658147 2
54 213 2 -1.78494172655884 1
54 213 3 1.16722765005088 3
54 214 0 1.51193937268969 3
54 214 1 -1.5921270171506 3
54 214 2 1.10835521969498 3
54 214 3 1.24646440522164 3
54 215 0 0.576093357523508 1
54 215 1 -1.33531927079712 3
54 215 2 0.461514094056436 2
54 215 3 -0.0326912158026565 3
54 216 0 0.733844925400919 3
54 216 1 -3.0820695907561 3
54 216 2 0.920716977443493 3
54 216 3 -0.294939885561162 3
55 217 0 -0.963945946708726 1
55 217 1 0.850710318875773 1
55 217 2 -0.179268881665825 1
55 217 3 -0.723662520452366 1
55 218 0 -1.59529562444503 1
55 218 1 0.572939522217766 1
55 218 2 -1.26484852319746 3
55 218 3 -0.763684127841877 1
55 219 0 0.857568037371994 1
55 219 1 1.31471631204469 2
55 219 2 -0.0922401729240142 1
55 219 3 0.562806574315237 2
55 220 0 0.538153869064071 1
55 220 1 1.07640036464574 3
55 220 2 1.90739300881986 2
55 220 3 0.0188216533931422 2
56 221 0 -0.545199923309599 1
56 221 1 -0.986790662331535 1
56 221 2 0.314587370470948 2
56 221 3 -0.661872678992469 3
56 222 0 1.57325332554409 2
56 222 1 -0.337185045992894 1
56 222 2 -1.28999333571129 3
56 222 3 -0.132561323681357 3
56 223 0 0.0603573409005043 3
56 223 1 -0.736937582553893 3
56 223 2 -2.06004383503876 3
56 223 3 -1.72824811856308 2
56 224 0 0.373404081467232 2
56 224 1 -0.893196874609452 3
56 224 2 0.513416810148112 3
56 224 3 -0.243508468153825 1
57 225 0 -1.52564411937397 1
57 225 1 1.20599327034606 1
57 225 2 -1.24142530027263 1
57 225 3 0.0322595417045101 1
57 226 0 -0.561346283776163 1
57 226 1 1.77199001549591 1
57 226 2 -0.206487488755131 1
57 226 3 -0.640147310389651 2
57 227 0 -0.0426503531131993 2
57 227 1 0.10669261558302 3
57 227 2 1.20921165471524 3
57 227 3 0.00527678860976406 3
57 228 0 0.262620416926037 3
57 228 1 0.886860283626114 3
57 228 2 0.310020558071882 3
57 228 3 0.792404012740726 3
58 229 0 1.17622563660075 3
58 229 1 -1.03781068678913 3
58 229 2 0.280774692538822 2
58 229 3 -0.578604647130919 3
58 230 0 -1.16618500939868 1
58 230 1 -0.900292620545104 2
58 230 2 -0.756120059899549 1
58 230 3 0.102286649584241 3
58 231 0 -0.406892197047356 1
58 231 1 1.53739046205429 1
58 231 2 1.50243626616148 2
58 231 3 -1.27415540684317 3
58 232 0 0.362197689410584 1
58 232 1 1.27206418813014 1
58 232 2 -1.40125834153429 1
58 232 3 0.075435908281562 3
59 233 0 -0.956174759200055 3
59 233 1 -0.79711675864812 3
59 233 2 0.258292547525784 3
59 233 3 0.835929480185774 3
59 234 0 0.274334383760287 3
59 234 1 -1.45051569609606 3
59 234 2 0.31121346218154 3
59 234 3 -0.251238800159189 3
59 235 0 -0.466961952893042 3
59 235 1 0.605450172805003 3
59 235 2 -0.25999073960169 3
59 235 3 -0.0325400496925822 3
59 236 0 -0.444207612359406 3
59 236 1 0.124965873014802 3
59 236 2 -0.563391148787205 3
59 236 3 0.775408822583392 3
60 237 0 0.560890843162515 2
60 237 1 0.0498936410067535 2
60 237 2 0.823374205100381 3
60 237 3 -1.78967790341627 3
60 238 0 -0.705246110694347 1
60 238 1 -1.33701872123539 1
60 238 2 -1.02448586199357 3
60 238 3 1.2688812842697 3
60 239 0 -0.157791179871927 3
60 239 1 -0.645844853387696 3
60 239 2 0.374312398687225 1
60 239 3 -0.0187707743444724 3
60 240 0 2.16933516403748 3
60 240 1 -0.363184058941931 3
60 240 2 -0.488087687849386 3
60 240 3 -0.841600965441547 3
61 241 0 -2.77847608834671 3
61 241 1 0.861103550127476 3
61 241 2 -0.207639158707271 3
61 241 3 -0.780927014424067 3
61 242 0 -0.262207240014022 3
61 242 1 0.966130404970118 3
61 242 2 -0.305058889576395 3
61 242 3 -0.0840516241752555 3
61 243 0 0.334503965960359 1
61 243 1 1.66807541578558 1
61 243 2 1.00486133975356 2
61 243 3 -0.230458795733502 2
61 244 0 -0.439723314884803 3
61 244 1 -0.300774722844122 3
61 244 2 0.494765506085008 2
61 244 3 -2.43692327901147 3
62 245 0 -1.32676692971037 1
62 245 1 -0.926926899029191 2
62 245 2 0.113559676395813 2
62 245 3 0.125976454491867 2
62 246 0 0.415151084929237 1
62 246 1 -0.220471813134796 2
62 246 2 0.809162102620617 3
62 246 3 -0.750704479472313 3
62 247 0 -0.441615306192903 3
62 247 1 0.80659557959922 2
62 247 2 0.400455910650509 3
62 247 3 -0.881439794825744 3
62 248 0 -0.929783355163456 1
62 248 1 -0.344550842312067 1
62 248 2 -1.12156849470443 3
62 248 3 1.62399852721451 1
63 249 0 0.748905115229564 3
63 249 1 -0.0881690344519969 3
63 249 2 0.705618453928665 3
63 249 3 0.972987183724526 3
63 250 0 -1.46505114936243 3
63 250 1 -1.55004424668197 3
63 250 2 0.605248987752073 3
63 250 3 0.200062634306252 3
63 251 0 -0.722347752819228 3
63 251 1 0.363066562525039 3
63 251 2 0.879868148959359 3
63 251 3 -0.0595872255489952 3
63 252 0 -0.42529160570226 3
63 252 1 0.512614452934555 3
63 252 2 1.23796169466341 3
63 252 3 -0.583318899297041 3
64 253 0 -0.927147199971754 2
64 253 1 1.3949530362939 2
64 253 2 1.10450839177872 3
64 253 3 0.185579916203587 3
64 254 0 -1.37571803537766 1
64 254 1 0.0771955047027764 1
64 254 2 -0.292743216545439 1
64 254 3 -0.510365732591587 1
64 255 0 0.585887858677922 2
64 255 1 -0.410881218119036 2
64 255 2 -0.852869701490434 2
64 255 3 -1.51648012818907 3
64 256 0 0.240045378481442 2
64 256 1 -0.636146441781995 1
64 256 2 0.505731708524813 3
64 256 3 0.0664873102815336 3
65 257 0 -1.16100251511775 2
65 257 1 -0.620726159245015 2
65 257 2 -0.705758398773555 2
65 257 3 -0.257707209591426 3
65 258 0 1.9154501361929 1
65 258 1 -0.784776633093077 1
65 258 2 0.86504401758962 1
65 258 3 0.808827943060751 3
65 259 0 0.404508653670156 1
65 259 1 -0.574361605523385 1
65 259 2 -0.58216139696941 1
65 259 3 -1.87689076720855 1
65 260 0 0.359908980984785 1
65 260 1 -1.27477461401191 1
65 260 2 -0.725014639305719 2
65 260 3 -1.69176696924162 1
66 261 0 0.36569369648127 2
66 261 1 -0.956167982960402 2
66 261 2 1.90407428197246 1
66 261 3 1.74927668641894 2
66 262 0 0.132388122800056 1
66 262 1 -1.10113707947483 1
66 262 2 0.861453949214488 2
66 262 3 1.97401071335322 3
66 263 0 -0.130469912789372 1
66 263 1 0.135413847452925 2
66 263 2 0.686314579544745 2
66 263 3 0.855990405511641 3
66 264 0 -1.51672164325608 2
66 264 1 0.394008029790981 3
66 264 2 0.972365897220789 3
66 264 3 0.0848789108447654 3
67 265 0 0.747470653980812 3
67 265 1 0.629296040826673 3
67 265 2 0.907998733747884 3
67 265 3 0.347166647028923 3
67 266 0 0.225466519225033 3
67 266 1 0.572970578481412 3
67 266 2 -1.71004783321908 3
67 266 3 1.66612992327842 3
67 267 0 -0.0343057419229858 2
67 267 1 -1.0343432192124 2
67 267 2 -0.775424620349327 3
67 267 3 -0.695254222417559 3
67 268 0 -0.0794063815671267 2
67 268 1 -2.04688678714061 3
67 268 2 -2.10015837565884 3
67 268 3 -0.5955606999579 3
68 269 0 -0.565843798817734 2
68 269 1 -1.85042336837976 1
68 269 2 -0.365689932328947 3
68 269 3 0.301250196683296 3
68 270 0 -0.488137122317697 1
68 270 1 0.76095611186115 3
68 270 2 -1.71246583584457 3
68 270 3 1.03338412300955 1
68 271 0 -0.00444335779872671 1
68 271 1 0.575085305019915 1
68 271 2 1.51211102574408 2
68 271 3 2.06660889270015 2
68 272 0 0.174055401489252 1
68 272 1 -0.730080825506203 3
68 272 2 -1.22023105607869 2
68 272 3 1.67394049122732 3
69 273 0 -1.20138849802727 2
69 273 1 1.22970831913376 3
69 273 2 -0.451304418988057 3
69 273 3 1.3525173603879 3
69 274 0 0.323096401382084 1
69 274 1 0.413183565322821 2
69 274 2 1.10340807570661 3
69 274 3 2.44757921271104 3
69 275 0 0.421670676611068 2
69 275 1 0.990129551873372 2
69 275 2 -1.53315934665316 3
69 275 3 -0.938669123232071 1
69 276 0 -0.489241252433025 1
69 276 1 1.00559495729908 1
69 276 2 0.426596429957395 1
69 276 3 -0.455709650896566 3
70 277 0 -2.73413830116691 1
70 277 1 -0.520056772980922 2
70 277 2 0.718095075719494 2
70 277 3 0.749543623009793 1
70 278 0 0.470569051603461 1
70 278 1 -0.122322887938598 1
70 278 2 1.68881836234124 1
70 278 3 -0.390434863569895 2
70 279 0 -1.35357830571983 1
70 279 1 0.824045161019101 1
70 279 2 -2.3331004857423 1
70 279 3 0.734303715156254 2
70 280 0 -0.78826781806126 3
70 280 1 -1.02476343722524 3
70 280 2 2.2793992393459 3
70 280 3 -1.05331679050838 3
71 281 0 0.468887491274276 2
71 281 1 0.561943903913695 3
71 281 2 -1.51431741977797 2
71 281 3 0.625091611589172 3
71 282 0 -0.0732702842356756 3
71 282 1 0.420955355212029 2
71 282 2 1.31081894830899 3
71 282 3 0.399025690273551 2
71 283 0 0.233776395640996 2
71 283 1 0.540545018128574 1
71 283 2 -0.178796942752802 3
71 283 3 0.351987094052744 3
71 284 0 -0.907289982149919 3
71 284 1 1.01263699623966 3
71 284 2 -0.532116024489224 3
71 284 3 0.824227104360557 3
72 285 0 -0.337841929599779 3
72 285 1 -1.32470742601254 3
72 285 2 -1.35466036567858 3
72 285 3 0.369846046496228 3
72 286 0 0.317588675721672 3
72 286 1 -0.337367171124093 3
72 286 2 -1.18719470807976 3
72 286 3 -0.3584788283741 3
72 287 0 -1.60033487023374 1
72 287 1 1.12965087505666 1
72 287 2 0.322542512093073 2
72 287 3 -0.0958592482631355 2
72 288 0 0.489340309891543 3
72 288 1 0.134688154052382 3
72 288 2 -0.605862275307901 3
72 288 3 -0.925323561839843 3
73 289 0 0.0886545128191415 3
73 289 1 -1.2316998497206 3
73 289 2 0.970383834172289 3
73 289 3 0.453013375186268 3
73 290 0 -0.0694027269490008 3
73 290 1 -0.0913716308853788 3
73 290 2 -0.537246618081327 3
73 290 3 -0.089186644108745 3
73 291 0 1.20812522045273 3
73 291 1 -0.372485822857851 3
73 291 2 -1.30802022185243 3
73 291 3 0.214306064912111 3
73 292 0 0.567241071922051 3
73 292 1 -0.545927800283591 3
73 292 2 0.847644579927068 3
73 292 3 -0.149299614287093 3
74 293 0 0.61339562270557 2
74 293 1 -1.63005376861494 3
74 293 2 1.43745304390631 3
74 293 3 1.44543186387218 3
74 294 0 -0.0827390786240137 1
74 294 1 -2.52918678063934 1
74 294 2 -0.601245764091399 2
74 294 3 2.37418895106885 3
74 295 0 0.180906742685893 3
74 295 1 0.48197908699148 3
74 295 2 0.573242388183023 3
74 295 3 0.589432974862702 3
74 296 0 -0.162174046155041 3
74 296 1 0.422151216935831 2
74 296 2 1.25899841354575 3
74 296 3 0.534768677205251 3
75 297 0 0.618566518493317 3
75 297 1 1.27360725306428 1
75 297 2 -0.133831514487407 3
75 297 3 -1.51237399209511 3
75 298 0 0.311597982022568 3
75 298 1 -0.225066219321387 3
75 298 2 -2.14844844204817 3
75 298 3 -1.25055980520433 3
75 299 0 -1.25623188221475 3
75 299 1 1.38958164840911 3
75 299 2 -0.121192634948294 3
75 299 3 -0.625391919355997 3
75 300 0 1.63369319274752 3
75 300 1 -0.199366501474419 3
75 300 2 0.726340102994963 3
75 300 3 0.359520016650399 3
76 301 0 -0.668862260980017 1
76 301 1 0.273054109941746 2
76 301 2 0.20421130877246 3
76 301 3 -0.533293300436123 3
76 302 0 -0.112718008095406 3
76 302 1 1.53896019493986 3
76 302 2 0.812612322004657 3
76 302 3 -1.28493295887821 3
76 303 0 -0.591648550869686 3
76 303 1 -2.34281588114641 3
76 303 2 0.0409889253367283 3
76 303 3 0.327037135475568 3
76 304 0 -0.0235268013435143 2
76 304 1 0.440806537571184 1
76 304 2 -0.242309072596442 3
76 304 3 -3.23042447249224 2
77 305 0 1.08516808126875 3
77 305 1 -0.597892322079346 3
77 305 2 -0.764518231039401 3
77 305 3 -0.76728332613218 3
77 306 0 0.609963178723097 3
77 306 1 -0.188450606398446 3
77 306 2 0.450508546438467 3
77 306 3 0.233953174326444 3
77 307 0 -1.69216472171041 3
77 307 1 -0.99669620227638 3
77 307 2 -0.489153718522302 3
77 307 3 -0.180757125288805 3
77 308 0 -1.45768803406881 3
77 308 1 -0.705683466581099 3
77 308 2 1.03836921273112 3
77 308 3 -1.33701745155974 3
78 309 0 0.249099141342546 1
78 309 1 0.815274468958439 2
78 309 2 0.823109528296716 3
78 309 3 -0.885311651278088 2
78 310 0 -0.30897129887127 1
78 310 1 0.811954515903692 3
78 310 2 -0.155385247276706 1
78 310 3 -1.86727656848755 1
78 311 0 -0.431800670422647 1
78 311 1 0.223361322161814 1
78 311 2 -1.30412827443171 1
78 311 3 -0.333305780395318 2
78 312 0 0.968928914398734 3
78 312 1 -0.0693031381445483 3
78 312 2 0.256405987080792 3
78 312 3 -1.01310043641002 3
79 313 0 0.571371280930214 1
79 313 1 2.24677003317745 1
79 313 2 2.14665404266352 1
79 313 3 -0.851763060757073 1
79 314 0 0.73517126617437 1
79 314 1 0.988741786077494 1
79 314 2 -0.396901993629204 1
79 314 3 -1.56262191643323 1
79 315 0 0.557904207081573 1
79 315 1 -0.135293746177712 1
79 315 2 -0.850618582860156 2
79 315 3 1.38403707342289 3
79 316 0 -0.990700924935213 1
79 316 1 -0.724296371824096 1
79 316 2 -0.819706708788259 1
79 316 3 -1.69481442035747 1
80 317 0 0.827941901472565 1
80 317 1 0.125669028483764 1
80 317 2 0.214614222747446 2
80 317 3 1.76552499498245 3
80 318 0 -2.43490949331832 2
80 318 1 0.722663707914523 1
80 318 2 -0.45065041637836 3
80 318 3 -0.127614059367178 2
80 319 0 -0.500948793026893 2
80 319 1 0.590811723371829 3
80 319 2 2.49838015775301 3
80 319 3 -0.64428227679464 3
80 320 0 0.18430006419331 2
80 320 1 -0.130536635223852 1
80 320 2 -2.61053220793373 3
80 320 3 -1.6605007099765 2
81 321 0 1.21903210651076 2
81 321 1 -0.282683120208234 1
81 321 2 -0.486637244848515 2
81 321 3 -1.55814623238001 2
81 322 0 -0.372239276888671 2
81 322 1 1.04782340076884 2
81 322 2 -0.821052566294029 2
81 322 3 0.194724065143533 3
81 323 0 0.941015870558714 1
81 323 1 1.43738631096291 1
81 323 2 -0.260779835952102 1
81 323 3 0.20417458054402 2
81 324 0 0.583743696902285 3
81 324 1 -0.0960725511198214 3
81 324 2 -0.0469675672513358 3
81 324 3 -0.687380289200785 3
82 325 0 -0.990030959397348 3
82 325 1 0.252271366111247 1
82 325 2 -0.624266509827609 3
82 325 3 1.6147533979284 3
82 326 0 1.78866409386524 3
82 326 1 1.28900069755212 3
82 326 2 0.32930234009702 3
82 326 3 -1.4589252514575 3
82 327 0 0.217927000950345 3
82 327 1 0.218570585334198 3
82 327 2 0.830580050347889 3
82 327 3 -0.502279428989412 3
82 328 0 0.12666705380228 2
82 328 1 1.23770879392736 3
82 328 2 -0.014230500675402 2
82 328 3 2.27566332422467 3
83 329 0 1.32529542056979 2
83 329 1 -0.666878313560939 1
83 329 2 -0.965015634095412 1
83 329 3 -1.08702109010573 3
83 330 0 0.205101846670968 3
83 330 1 -1.56257345174678 3
83 330 2 0.315115582264269 3
83 330 3 0.366922593142943 3
83 331 0 0.482329732647878 1
83 331 1 -0.470874367286658 2
83 331 2 -1.08101662656691 3
83 331 3 0.280475007109868 2
83 332 0 -0.759509109352343 1
83 332 1 -2.2643996920183 1
83 332 2 -1.73396165080113 2
83 332 3 1.16362884584665 3
84 333 0 1.39991796495461 1
84 333 1 -0.283020148233177 1
84 333 2 -0.0475645001687799 1
84 333 3 -0.0291389873740759 2
84 334 0 0.321053426431388 1
84 334 1 0.213557973114591 1
84 334 2 1.74087245558297 3
84 334 3 -0.737585928360992 2
84 335 0 -0.178621210503897 1
84 335 1 -0.855727473752612 1
84 335 2 0.255053091492595 2
84 335 3 0.349208417273617 3
84 336 0 0.705610298926763 1
84 336 1 -1.68222864918292 1
84 336 2 -1.14969108613719 1
84 336 3 -0.514381696873701 1
85 337 0 -0.823891470890062 3
85 337 1 -0.796374905698385 3
85 337 2 1.95176134698863 3
85 337 3 0.685080118837221 3
85 338 0 1.17503146332569 2
85 338 1 -1.62383197593044 1
85 338 2 0.240324969729529 1
85 338 3 1.4765292407499 1
85 339 0 0.102279729747912 1
85 339 1 -1.55753508798245 1
85 339 2 -0.836248761372775 1
85 339 3 -0.67000770995033 1
85 340 0 1.1884466397628 3
85 340 1 -0.964832273049637 1
85 340 2 0.926410914276505 2
85 340 3 0.429475506929793 1
86 341 0 0.284070185573018 3
86 341 1 0.544518053144723 3
86 341 2 -0.0740758256440854 3
86 341 3 -0.0266559659826597 3
86 342 0 0.0968223517800156 1
86 342 1 -0.930598381379818 1
86 342 2 -0.30145481092775 1
86 342 3 1.49210055918285 3
86 343 0 0.454500815735602 1
86 343 1 -0.874245157208882 3
86 343 2 1.7990358827255 2
86 343 3 -0.0171564029130134 3
86 344 0 1.70299454023232 2
86 344 1 -0.0281596330039611 2
86 344 2 1.60206242162271 3
86 344 3 -1.23861085171649 3
87 345 0 0.0517104773429856 2
87 345 1 -0.552325619612345 1
87 345 2 -0.668946228953421 2
87 345 3 -0.524417358304354 2
87 346 0 -0.859497759344293 3
87 346 1 2.66425668064529 3
87 346 2 -0.309287546774904 3
87 346 3 -1.11309896044534 3
87 347 0 -2.26698773746918 3
87 347 1 0.26642648894338 3
87 347 2 0.746217494317028 3
87 347 3 -1.81750438781312 3
87 348 0 -0.817962496433913 2
87 348 1 -1.32573319271383 3
87 348 2 -0.438260853848059 3
87 348 3 -0.406976011509787 3
88 349 0 1.21641242889189 3
88 349 1 1.1025782333712 2
88 349 2 -0.242731972212091 1
88 349 3 -0.712825291659672 3
88 350 0 -0.451302366992133 3
88 350 1 -0.105356831778283 3
88 350 2 0.482084046323844 3
88 350 3 -0.614051892398681 3
88 351 0 0.213703207750712 1
88 351 1 -0.971787313812513 2
88 351 2 1.74412017894984 2
88 351 3 1.52947815382084 3
88 352 0 -0.263669319348636 3
88 352 1 0.165841602745377 3
88 352 2 -1.28827903517081 3
88 352 3 0.0571456147240047 3
89 353 0 -0.021880840185869 1
89 353 1 -0.693217924494506 3
89 353 2 -0.307080581670568 3
89 353 3 -0.103188743939004 3
89 354 0 -0.57519974563904 2
89 354 1 -0.520013841508064 3
89 354 2 1.87036330115937 3
89 354 3 0.432807778476119 3
89 355 0 -0.444265259778567 2
89 355 1 -0.985234015802199 2
89 355 2 0.188194305235742 3
89 355 3 0.444649300439805 3
89 356 0 0.0268181038751848 1
89 356 1 0.197386483443139 1
89 356 2 2.03764080497409 1
89 356 3 -1.06467344880949 1
90 357 0 0.655468228492449 2
90 357 1 0.94704315144155 3
90 357 2 -1.1408764120363 1
90 357 3 1.64344851536875 3
90 358 0 -0.620626895536642 2
90 358 1 -0.650412818489901 1
90 358 2 1.2598846658887 3
90 358 3 -0.515817084941262 3
90 359 0 -0.977402306520049 1
90 359 1 -0.152637324818598 1
90 359 2 1.92549421705532 3
90 359 3 0.3327625643592 1
90 360 0 0.0164992884511257 1
90 360 1 2.18412987133462 1
90 360 2 1.43065689172378 1
90 360 3 -0.0328894890076594 1
91 361 0 -0.263809978836013 3
91 361 1 -0.517488668196994 3
91 361 2 1.38057922753003 3
91 361 3 0.54055249989211 3
91 362 0 0.185811102252153 2
91 362 1 1.47646528198941 3
91 362 2 0.33167027190748 3
91 362 3 -0.399471403495443 3
91 363 0 0.715622294442956 1
91 363 1 0.746850986530297 3
91 363 2 -0.727984311096071 3
91 363 3 0.405942837030421 3
91 364 0 2.0701908993886 3
91 364 1 -0.0231589514111783 3
91 364 2 0.282313923204979 3
91 364 3 -1.06439278134468 3
92 365 0 -0.315357780660861 2
92 365 1 1.31352914806817 2
92 365 2 0.656119132178661 3
92 365 3 -1.86247942923968 2
92 366 0 1.25476764100234 2
92 366 1 0.619319049443582 3
92 366 2 -0.885606933465268 2
92 366 3 1.14650429354168 3
92 367 0 1.1158152559492 3
92 367 1 0.684436220196049 2
92 367 2 0.0157987020328296 3
92 367 3 -0.157579100136569 3
92 368 0 0.209744848369025 2
92 368 1 0.320060271191809 2
92 368 2 -0.645052878551529 2
92 368 3 -0.820672992035497 3
93 369 0 -0.962754544643367 1
93 369 1 -0.262615363377654 1
93 369 2 0.158165750513987 1
93 369 3 1.35964429746623 1
93 370 0 -0.198580632770558 2
93 370 1 -0.129157178111602 2
93 370 2 0.74739975093733 3
93 370 3 -1.41039276256037 3
93 371 0 0.542295569227148 1
93 371 1 -0.268207164507322 1
93 371 2 -0.964092251639122 2
93 371 3 -0.559453778074721 1
93 372 0 -0.370008180447132 2
93 372 1 -1.01975966127887 2
93 372 2 1.18577540904632 3
93 372 3 -0.0364601656212958 3
94 373 0 -0.450779457261533 3
94 373 1 -0.56311320664829 3
94 373 2 0.379040889952427 3
94 373 3 1.58463961749351 3
94 374 0 -1.97824211248299 1
94 374 1 -0.100181670529374 3
94 374 2 -0.937436738409922 3
94 374 3 -1.50174128618584 3
94 375 0 1.67281577151428 2
94 375 1 1.85657164424222 2
94 375 2 -1.87916502292966 2
94 375 3 0.751965218767841 2
94 376 0 0.150198604673711 1
94 376 1 -0.156733526375002 2
94 376 2 0.0932155995942625 3
94 376 3 2.3194080099879 3
95 377 0 0.0929022869955613 3
95 377 1 -0.251015891830972 3
95 377 2 0.825550214437219 3
95 377 3 2.18983618196601 3
95 378 0 0.399966652010981 3
95 378 1 -0.882580706303373 3
95 378 2 -0.424614285242879 3
95 378 3 0.835233652941962 3
95 379 0 0.522242626883518 3
95 379 1 -1.33262873588398 3
95 379 2 0.891561363776844 3
95 379 3 -0.24213916507922 3
95 380 0 0.372950886337379 1
95 380 1 -1.03068723089762 1
95 380 2 -0.386968923327165 3
95 380 3 -0.239883902707709 1
96 381 0 -0.68601362111951 1
96 381 1 -1.22577754879086 1
96 381 2 -2.12677632629151 2
96 381 3 0.259498791578867 3
96 382 0 -0.90525947408254 3
96 382 1 0.666015536763589 3
96 382 2 -1.32888300446537 3
96 382 3 0.574887739682852 3
96 383 0 -0.153708694405608 1
96 383 1 -0.895615872083624 1
96 383 2 -0.228557457057192 2
96 383 3 0.492808663613511 3
96 384 0 1.09644681718427 3
96 384 1 1.2473128733731 2
96 384 2 -0.27065656291797 3
96 384 3 -0.0259737142593511 3
97 385 0 1.6193538694184 1
97 385 1 -0.483694211754809 1
97 385 2 0.0139845922656692 1
97 385 3 0.274334697437746 1
97 386 0 0.478698532728738 1
97 386 1 1.41199854648666 3
97 386 2 0.607004773662927 2
97 386 3 0.735963461710966 3
97 387 0 -0.868064719059096 1
97 387 1 -0.086621548661728 1
97 387 2 -0.0627930134319841 1
97 387 3 1.17524124817635 1
97 388 0 -1.37687915708883 1
97 388 1 -1.14478179854086 1
97 388 2 0.371275382784495 1
97 388 3 0.089296139321707 2
98 389 0 -0.288419665083754 2
98 389 1 0.33729974526493 2
98 389 2 1.94833230893822 3
98 389 3 0.51379304998958 3
98 390 0 0.422770659299795 3
98 390 1 -0.929604552621856 3
98 390 2 1.2178519541046 3
98 390 3 -0.940502351409518 3
98 391 0 1.01214621064829 2
98 391 1 -0.647115812970483 3
98 391 2 0.962102838543893 3
98 391 3 1.6682946932683 3
98 392 0 0.354480873101664 2
98 392 1 0.200617546097112 2
98 392 2 -0.735063028180995 2
98 392 3 -0.285608914655378 3
99 393 0 0.73298438572814 1
99 393 1 1.57180099268908 3
99 393 2 1.07505108743048 3
99 393 3 0.026941319943034 3
99 394 0 -0.231084511533322 1
99 394 1 -0.511671158747621 1
99 394 2 -0.318621046173687 1
99 394 3 0.547493426693662 1
99 395 0 0.883296695949697 3
99 395 1 -1.40077654562686 2
99 395 2 -0.225834091651138 2
99 395 3 -1.88343767553969 2
99 396 0 0.28813506247851 1
99 396 1 -0.761102930777235 1
99 396 2 -0.217733520783581 1
99 396 3 -0.665442555912515 1
100 397 0 1.50502656903123 1
100 397 1 0.633750130207113 2
100 397 2 0.78890431874 3
100 397 3 0.303209184080951 3
100 398 0 0.665937656493612 3
100 398 1 0.316376165223614 3
100 398 2 -0.808244632560403 3
100 398 3 1.07351909021525 3
100 399 0 0.479333648407052 3
100 399 1 -0.266905569435546 1
100 399 2 -0.0738178487745986 2
100 399 3 0.868585605036129 2
100 400 0 2.12042071006174 3
100 400 1 1.05200919786794 2
100 400 2 0.80922102163891 2
100 400 3 -0.879908172712364 3
101 401 0 1.5223538220932 1
101 401 1 -0.0541993589497722 1
101 401 2 -0.134932002615143 1
101 401 3 -0.0232384892775465 1
101 402 0 0.162263846583413 1
101 402 1 -0.246143844987994 1
101 402 2 0.614003137945833 3
101 402 3 0.86312855518756 1
101 403 0 -2.11151936971833 3
101 403 1 -1.8220657672682 3
101 403 2 0.75790578886985 3
101 403 3 -1.01514888881952 3
101 404 0 -0.0266551727538601 3
101 404 1 0.691674085811493 3
101 404 2 -0.380613419999751 3
101 404 3 -1.4515313790175 3
102 405 0 1.12032283290331 2
102 405 1 -0.799111824733959 2
102 405 2 -2.04084963078273 1
102 405 3 -0.135579791417254 3
102 406 0 -1.37586560896362 2
102 406 1 0.00637283595153937 1
102 406 2 -1.4735585284632 1
102 406 3 -0.495005122226556 3
102 407 0 -0.178143074209045 2
102 407 1 -1.94640196551168 3
102 407 2 1.08931590299594 2
102 407 3 2.39307635545509 3
102 408 0 -0.32028134343438 3
102 408 1 -0.550906583308796 3
102 408 2 -1.73414607200579 3
102 408 3 -0.0587054999474977 2
103 409 0 0.634711710667088 1
103 409 1 0.438565714659606 2
103 409 2 -1.22377794306649 1
103 409 3 -0.770716568269591 2
103 410 0 -0.63329605254529 2
103 410 1 -0.299180392184219 3
103 410 2 -0.673203693727398 2
103 410 3 0.0219360536913885 3
103 411 0 1.83176154097384 3
103 411 1 -1.01178246402168 1
103 411 2 -0.519587304639291 2
103 411 3 0.370294058576684 3
103 412 0 0.502357889868742 2
103 412 1 0.710328556996353 2
103 412 2 -0.267196441640889 3
103 412 3 -1.98004541798411 2
104 413 0 -0.473476337343582 1
104 413 1 0.845411772810069 1
104 413 2 0.60528786772296 3
104 413 3 -0.8340769878078 2
104 414 0 2.59186625805916 1
104 414 1 0.0284997828460754 2
104 414 2 -0.825164635690844 1
104 414 3 -0.424423161988098 2
104 415 0 0.126505424437027 1
104 415 1 -1.23800482641767 2
104 415 2 -0.572012189689824 2
104 415 3 -0.664849341412278 1
104 416 0 0.677348688193609 3
104 416 1 -1.25863174542149 2
104 416 2 -0.560176007847523 3
104 416 3 0.108051751589856 3
105 417 0 -0.254408467738559 3
105 417 1 0.586630964050707 3
105 417 2 2.30839399898002 3
105 417 3 0.548602781519076 3
105 418 0 -0.298037194961356 1
105 418 1 -0.956794670923867 1
105 418 2 0.545703063280539 1
105 418 3 0.0307588680078209 2
105 419 0 -0.223400385545733 2
105 419 1 1.08790812972338 1
105 419 2 0.135076253539749 3
105 419 3 -0.345051322841847 3
105 420 0 -2.17587681159348 1
105 420 1 1.13836773583004 3
105 420 2 0.36462719662515 1
105 420 3 2.1274667748075 3
106 421 0 0.589058074575514 1
106 421 1 -0.40707316956309 2
106 421 2 -0.020487607636527 3
